UID,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100
64,4,2,224,41,207,1007,3,2,1,137,143,2,328,218,2,299,3,4,30,2,4,4,37,3,2,3,2,5,1,4,10,56,8,28,24,6,22,37,170,1,105,7,22,11,3,14,2,1,52,2,36,2,168,102,4,340,1,26,61,5,3,42,3,28,52,27,45,4,2,62,42,4,26,1,63,4,4,5,1,11,3,17,8,34,1,1,12,2,2,3,2,2,37,36,41,2,1,2,8,1
65,4,2,177,37,369,417,3,10,1,34,43,2,778,137,4,173,3,11,31,2,5,1,51,3,1,1,1,5,1,3,9,88,3,30,11,13,2,23,28,1,194,12,25,63,1,1193,8,1,281,2,360,3,417,226,5,95,2,28,23,4,2,22,2,55,46,35,12,2,3,1,42,4,2,2,17,2,1,5,3,62,4,4,8,43,4,3,35,5,62,2,1,6,29,26,12,2,5,3,9,6
66,4,1,228,51,307,43,1,16,1,79,201,2,1379,221,4,236,3,25,25,3,5,1,53,5,3,2,3,3,1,4,8,44,4,16,54,18,5,35,184,1,115,10,29,10,1,645,1,1,100,3,170,3,18,73,6,107,3,11,10,1,4,32,2,52,42,39,10,4,3,30,10,4,52,2,55,2,2,6,1,17,3,28,3,20,3,1,50,4,52,3,3,3,38,9,5,1,2,1,9,1
67,1,2,641,3,140,300,2,45,1,196,46,5,1079,200,2,235,1,12,15,2,3,2,17,1,3,1,3,3,1,1,10,188,5,19,9,24,19,3,155,1,109,8,17,17,3,782,4,2,133,2,19,3,379,37,1,284,1,31,63,4,3,40,2,54,42,3,27,2,2,47,31,2,14,3,18,3,3,3,1,14,5,15,4,24,1,5,62,2,27,1,1,3,38,31,37,2,2,3,3,5
68,30,2,1071,44,254,1172,1,42,2,232,31,5,1623,24,1,76,1,41,2,3,3,1,36,5,2,1,3,5,1,4,10,36,7,2,106,33,1,5,92,1,32,11,3,84,3,1117,5,2,171,1,386,2,4,6,1,126,5,32,21,4,1,45,1,54,8,5,29,2,1,2,16,1,23,3,13,2,3,2,2,47,3,11,1,42,2,5,4,2,11,5,1,4,38,39,14,3,2,2,5,10
69,18,3,335,3,336,195,1,13,2,301,62,4,1282,200,4,49,3,36,6,3,5,3,45,4,1,1,3,2,1,5,11,40,1,29,102,26,4,33,158,1,83,7,23,37,2,691,7,1,276,3,421,3,345,265,1,239,4,29,54,5,1,11,3,28,53,33,36,6,3,11,33,3,3,4,28,6,2,2,2,49,5,39,7,4,1,5,13,5,29,6,1,4,30,12,32,2,2,4,8,6
70,3,1,50,30,187,872,2,30,1,151,151,1,2306,141,4,75,1,39,34,3,4,1,44,2,1,3,2,4,1,3,33,76,1,33,4,16,17,10,112,1,90,8,23,23,4,9,3,1,309,3,226,3,334,201,3,284,1,5,14,2,3,20,2,32,8,42,9,6,3,12,27,1,20,2,8,5,2,3,1,2,1,34,3,26,2,5,14,4,43,5,3,7,37,39,30,4,4,5,6,1
71,15,4,942,26,59,768,3,28,2,243,5,3,1139,130,1,198,1,26,16,1,4,1,25,4,2,1,1,3,1,4,40,202,12,19,88,30,22,9,138,1,228,7,14,82,1,1084,6,3,451,1,313,1,100,24,5,338,3,1,39,2,3,35,1,31,43,5,49,4,1,48,10,2,2,2,60,3,2,4,2,23,5,7,7,7,1,4,37,2,51,2,4,4,4,18,32,3,2,4,10,3
72,8,1,375,3,421,558,1,3,1,333,15,1,1737,180,2,262,2,2,8,1,4,2,1,5,2,3,3,5,1,2,31,79,1,20,4,30,12,36,185,1,12,10,19,44,2,738,3,1,230,1,386,1,107,120,2,329,3,26,22,4,2,41,4,57,17,31,26,6,2,37,42,3,6,4,19,4,4,3,1,37,2,22,10,7,1,1,46,5,55,3,1,8,8,32,25,2,5,3,6,9
73,15,5,123,7,231,1338,2,2,1,261,162,3,1164,184,1,3,2,5,6,2,2,2,49,1,2,3,3,1,1,2,31,206,5,4,61,21,5,17,183,1,132,5,9,61,3,468,9,3,360,2,259,3,183,185,2,281,1,20,19,1,4,38,4,12,48,39,2,2,4,42,1,1,24,2,42,3,1,3,4,42,5,20,6,12,3,3,62,2,59,2,1,10,33,22,11,1,3,1,5,5
74,34,1,745,28,268,1130,1,4,1,266,125,3,409,216,5,159,1,21,13,2,3,4,33,3,1,3,1,5,1,4,11,83,11,17,47,9,16,26,6,1,220,11,16,49,3,742,10,2,331,2,358,3,403,163,1,300,1,26,16,1,3,27,4,32,54,4,42,1,4,21,29,3,49,4,32,1,2,5,2,60,4,16,3,14,1,2,34,4,12,5,3,8,22,26,36,2,4,5,10,1
75,1,4,131,42,355,560,1,28,2,79,156,3,612,70,3,69,1,11,4,2,1,3,39,1,1,2,2,1,1,4,28,134,1,27,1,31,14,33,62,1,176,12,4,107,3,585,7,2,58,3,344,2,407,20,2,325,3,29,54,5,2,40,4,23,14,7,27,2,1,50,46,4,10,1,62,4,2,1,1,22,6,17,5,9,4,4,51,4,56,1,1,5,8,15,18,4,4,5,2,8
76,22,2,103,40,112,784,3,14,2,175,226,5,1155,57,5,43,3,24,2,2,3,3,25,4,1,2,1,2,1,3,15,48,10,34,6,15,2,30,156,1,183,8,8,3,4,291,1,1,79,2,92,1,223,102,2,3,5,7,7,1,3,29,3,12,35,23,41,3,3,63,28,1,1,1,56,4,2,1,3,27,6,40,9,33,2,4,53,3,42,4,2,5,38,19,5,2,2,4,9,4
77,30,4,254,49,287,206,2,32,2,132,220,4,1949,150,1,311,1,22,31,3,4,3,45,3,3,3,2,1,1,5,14,230,4,16,104,29,2,38,200,1,106,3,34,57,3,1206,10,3,9,3,143,2,388,318,2,321,2,27,17,2,1,28,3,5,38,30,35,2,1,26,12,1,36,4,17,3,2,5,1,1,4,7,6,26,3,4,14,3,5,4,2,1,21,5,28,3,1,3,7,8
78,30,5,991,41,276,425,1,36,2,238,167,5,1053,19,5,161,1,12,19,1,2,3,21,5,2,2,2,3,1,4,3,115,11,29,104,3,6,10,145,1,59,6,34,58,3,184,9,1,421,3,407,3,123,135,1,284,3,14,3,3,2,5,3,19,9,10,1,5,1,34,19,2,45,2,14,6,2,6,2,49,6,1,2,32,1,2,48,2,46,1,1,10,44,13,10,4,5,5,10,4
79,12,4,1183,16,347,1100,1,24,2,11,43,2,553,185,3,294,3,39,35,1,1,2,11,4,1,2,1,4,1,4,46,89,3,5,68,33,17,16,126,1,36,11,14,86,1,40,4,3,317,1,371,2,28,128,5,258,6,4,24,3,4,37,4,3,39,1,1,2,2,61,29,1,6,2,17,6,3,1,4,56,4,45,1,41,4,2,51,4,59,6,4,1,30,31,24,4,1,5,8,2
80,18,4,329,42,303,555,1,40,1,143,134,5,310,29,5,230,3,29,9,3,2,2,14,3,3,3,2,5,1,4,49,39,4,7,47,11,12,28,25,1,211,3,16,6,3,794,1,3,165,1,279,3,366,163,1,335,5,1,48,4,2,18,4,14,24,30,2,5,1,27,40,4,27,2,1,3,4,4,3,49,6,28,8,28,4,3,43,1,19,2,2,2,26,26,18,1,1,4,8,7
81,19,5,920,44,69,627,1,35,1,215,95,2,1163,165,4,332,2,39,16,2,5,2,49,2,2,3,1,4,1,3,21,192,2,6,95,2,23,14,234,1,193,3,3,80,3,277,10,3,378,2,169,2,334,213,5,291,1,13,30,4,4,25,4,14,8,17,25,4,1,28,34,2,4,1,3,1,1,2,4,18,1,25,9,26,4,2,33,4,50,6,3,9,27,28,3,4,2,2,6,5
82,26,4,599,36,11,132,3,5,1,298,107,4,1560,114,2,143,1,24,14,1,1,3,5,4,1,1,1,3,1,2,13,142,3,17,122,6,17,8,42,1,66,1,5,9,4,176,10,1,145,1,31,1,294,88,4,338,3,4,53,4,1,2,2,42,41,43,4,2,3,58,41,1,32,4,30,6,4,2,2,48,5,16,8,15,4,1,60,5,60,6,2,1,21,28,42,4,1,2,6,3
83,5,2,170,42,74,1067,3,12,1,190,151,5,2085,13,2,127,1,12,6,1,4,2,13,4,3,3,3,2,1,5,29,200,12,18,1,24,4,35,83,1,178,12,31,96,3,515,3,1,329,3,90,3,35,21,3,79,5,14,62,3,4,1,4,56,45,6,15,3,1,18,29,1,26,3,53,3,3,2,3,6,6,1,4,32,1,2,53,5,3,2,2,3,16,11,23,2,3,3,2,10
84,29,1,1216,9,141,464,2,39,1,277,146,5,1779,43,5,227,2,23,31,2,1,4,40,3,1,2,1,1,1,2,29,42,3,23,20,2,18,35,186,1,185,5,29,49,4,163,3,3,272,3,223,3,180,292,5,153,4,27,5,1,2,25,3,41,56,14,11,3,2,5,34,4,15,4,4,3,1,2,4,63,4,39,8,31,1,4,4,3,62,2,4,8,13,3,19,1,2,2,2,8
85,33,1,1009,2,346,150,2,25,1,341,212,5,21,21,3,176,2,4,33,3,4,1,29,2,2,3,2,3,1,5,33,118,6,27,101,12,14,18,186,1,223,3,13,1,2,1026,2,2,374,3,20,1,35,93,4,242,2,33,40,1,2,19,3,58,52,4,43,1,1,18,8,3,32,3,53,1,3,2,1,45,3,5,6,10,1,4,4,4,12,5,2,10,1,5,41,4,5,1,8,4
86,22,3,271,24,96,1210,2,5,1,20,119,1,687,75,5,272,2,40,9,2,5,2,27,3,1,1,1,2,1,5,29,193,2,20,5,21,7,25,98,1,228,10,5,16,2,456,10,3,129,2,425,2,446,95,6,269,1,25,58,4,3,34,2,21,42,19,46,2,3,41,9,1,22,3,1,2,4,6,1,11,1,22,9,4,1,1,64,1,59,6,4,10,34,2,38,2,3,2,5,7
87,6,5,1143,15,402,800,3,26,2,3,117,5,853,8,4,301,2,38,25,3,4,4,29,4,1,2,3,1,1,2,38,203,4,9,119,33,9,19,8,1,49,4,31,8,1,672,10,1,107,2,181,3,41,39,2,235,4,28,44,1,1,54,3,9,13,24,40,6,4,7,3,2,21,1,28,3,2,2,2,9,1,13,4,7,3,4,30,3,1,5,4,1,43,23,28,2,4,1,7,8
88,15,5,74,36,79,435,1,37,1,210,126,1,1298,122,5,309,2,24,9,3,3,1,23,2,3,2,3,1,1,3,19,171,2,21,12,13,10,36,69,1,116,6,16,77,4,178,9,1,89,2,58,1,225,331,4,244,2,18,30,4,3,21,1,7,26,6,38,3,1,43,20,4,3,4,32,4,3,2,3,27,6,5,4,8,3,2,19,3,49,3,3,8,30,31,19,4,2,5,4,8
89,17,4,1087,35,161,529,2,25,2,183,192,4,1084,122,5,52,2,32,35,1,5,4,9,4,1,3,2,2,1,2,7,222,9,15,76,30,1,7,87,1,191,5,2,92,3,1003,4,3,195,3,76,1,64,271,5,337,1,40,18,1,1,14,2,35,38,8,17,5,2,39,44,3,38,4,34,5,3,5,2,62,2,11,4,36,4,4,55,1,43,5,2,4,27,17,33,4,2,5,7,5
90,29,5,293,38,258,292,3,20,1,118,54,2,68,203,5,296,1,18,6,3,4,3,27,3,1,1,1,1,1,3,16,193,10,25,91,37,21,8,23,1,206,11,29,8,3,186,8,2,432,3,347,1,164,229,4,126,3,31,59,4,1,48,3,2,39,12,34,6,2,1,46,4,26,1,33,2,3,6,4,60,2,37,3,32,4,2,20,5,37,1,2,2,8,37,31,2,4,2,6,2
91,8,1,772,38,200,1169,1,14,1,40,223,1,874,156,3,38,1,43,6,1,5,3,45,5,3,3,2,2,1,5,41,13,8,11,50,25,7,13,223,1,61,10,17,27,3,967,6,2,447,1,440,3,166,140,4,328,3,36,30,1,2,15,3,14,42,6,20,5,2,31,33,3,48,2,43,6,1,6,3,58,2,41,3,29,3,2,2,2,15,5,4,6,29,27,30,3,3,3,3,1
92,15,1,225,44,317,1136,2,11,1,265,163,3,7,85,3,12,1,8,11,1,3,3,3,3,1,3,2,1,1,3,34,211,6,23,26,6,23,22,29,1,101,8,31,92,4,1216,3,1,343,2,446,3,261,331,3,221,4,24,34,2,3,20,2,53,45,10,3,5,2,22,43,1,27,4,12,4,4,5,3,56,4,39,7,34,2,2,49,1,38,3,3,10,43,15,6,4,2,2,5,4
93,4,1,125,49,412,129,3,17,1,336,145,4,2270,229,4,23,2,12,11,2,4,4,15,4,2,1,2,2,1,1,11,49,7,19,54,9,13,17,86,1,62,4,31,94,4,300,9,3,56,3,262,3,223,210,4,314,3,16,30,1,4,9,4,20,40,8,16,3,4,54,29,3,13,1,62,5,4,4,2,27,6,3,6,17,1,2,59,1,5,6,3,10,5,34,16,4,1,3,8,5
94,18,3,885,5,4,814,3,39,2,103,141,5,982,138,2,302,3,7,30,1,5,1,35,4,2,2,3,1,1,5,47,102,12,22,50,5,12,40,146,1,19,6,20,31,4,423,2,2,155,2,87,2,257,80,3,342,5,10,25,3,3,42,2,29,47,24,23,2,4,21,45,3,4,1,57,6,2,2,2,22,1,8,7,9,4,4,55,2,64,1,2,2,35,18,3,2,1,4,10,9
95,25,5,45,1,335,221,2,21,2,256,217,3,1278,93,3,37,1,16,6,1,4,4,42,1,3,3,1,2,1,4,10,136,8,9,95,13,23,30,169,1,155,6,26,88,2,720,10,3,29,2,343,1,2,305,2,184,6,14,20,3,1,24,1,2,53,3,15,3,3,29,3,1,2,1,60,5,4,4,1,8,2,14,1,32,3,1,49,4,24,2,4,9,1,11,22,3,3,1,9,4
96,24,2,333,15,330,295,1,26,2,298,197,4,307,3,5,255,1,6,8,2,3,1,12,3,3,3,2,1,1,5,51,38,1,8,53,2,22,18,188,1,201,10,1,19,4,773,9,2,156,2,83,1,153,288,4,248,6,45,54,4,3,46,2,46,10,44,25,3,2,10,5,3,56,3,55,3,4,5,3,37,3,29,5,19,1,5,16,2,53,2,4,4,39,8,27,1,5,3,10,5
97,14,4,959,40,14,1114,3,24,1,147,122,3,2196,139,1,175,2,8,13,3,5,1,39,5,1,1,3,4,1,4,13,20,8,6,92,21,16,16,2,1,102,10,7,12,2,1020,10,1,330,1,240,3,235,108,1,254,5,12,1,5,2,50,4,34,31,28,33,2,2,29,3,1,32,1,49,5,1,4,2,51,6,36,3,6,1,2,63,3,39,1,2,10,23,11,21,4,2,2,5,6
98,20,1,561,17,171,859,1,41,2,299,109,5,587,167,1,113,2,42,10,1,3,1,25,4,1,3,3,1,1,4,45,10,1,33,34,19,5,38,131,1,69,3,14,93,1,866,1,3,195,2,73,1,177,263,3,238,3,8,47,4,2,11,3,35,53,6,27,6,3,49,31,3,24,4,37,5,2,2,2,9,5,4,10,2,4,4,56,3,56,5,2,4,6,31,1,2,4,1,2,3
99,29,1,475,19,356,1208,2,1,2,288,6,4,1708,92,5,226,3,20,3,2,4,4,13,5,3,2,1,4,1,2,36,115,4,7,7,39,20,14,97,1,1,8,23,15,4,95,8,1,378,2,75,1,94,330,6,250,4,20,41,2,1,38,2,15,10,31,8,6,4,11,20,2,54,3,37,1,3,2,1,48,6,22,9,27,1,1,54,2,11,1,4,10,36,18,36,1,3,1,1,5
100,15,1,895,3,310,165,3,26,1,274,178,2,1229,181,2,284,3,22,24,3,3,2,39,2,3,3,1,2,1,2,6,227,4,33,14,41,12,32,194,1,65,12,11,29,4,378,1,3,427,3,386,2,97,288,3,45,4,3,28,4,2,34,3,61,4,10,32,4,3,52,33,2,40,4,18,6,4,4,4,21,6,13,6,11,2,4,23,1,36,2,1,9,17,33,21,2,2,2,10,4
101,27,5,1045,36,323,1188,1,43,1,18,37,3,2280,122,1,236,2,8,25,2,3,1,26,2,2,1,2,1,1,1,22,99,9,10,108,8,2,21,215,1,181,9,16,12,1,881,1,3,332,1,26,3,35,280,3,146,1,30,13,5,4,3,3,24,4,21,42,4,4,38,4,4,47,3,37,5,1,3,1,33,2,19,2,40,2,3,23,2,12,6,2,9,2,4,24,1,2,2,8,2
102,29,4,699,30,142,335,3,15,1,27,157,3,1234,27,5,60,1,11,21,3,1,2,25,4,2,2,2,2,1,3,17,18,4,12,107,14,22,39,7,1,143,7,6,46,1,512,3,2,31,2,50,2,385,151,4,143,6,13,19,1,2,53,4,8,6,29,12,3,1,15,11,4,34,2,21,6,1,4,3,61,6,3,10,33,2,2,17,3,20,1,1,5,20,13,13,2,3,2,9,1
103,9,4,1023,34,249,869,2,26,1,335,127,2,2126,33,3,247,2,9,32,1,2,2,11,2,2,3,2,1,1,1,2,99,12,16,108,15,16,2,30,1,194,8,4,1,2,700,7,2,279,3,338,2,177,338,6,4,1,40,49,2,2,37,4,17,35,14,11,5,4,26,25,4,36,3,45,1,1,1,2,21,4,5,3,45,3,3,6,3,51,6,3,10,43,36,6,1,1,2,8,5
104,3,3,991,28,316,792,1,2,1,305,163,3,132,93,5,147,1,41,34,2,1,4,29,3,3,1,1,2,1,1,43,225,10,8,80,4,3,4,215,1,188,4,8,68,1,1090,10,3,122,3,440,3,455,213,5,285,5,19,38,3,3,16,2,2,45,46,8,1,4,46,19,1,25,1,38,3,3,4,1,60,2,34,3,9,1,4,51,1,19,3,3,1,20,14,29,4,4,3,5,3
105,25,4,648,36,433,242,1,6,2,296,196,4,769,69,5,183,1,30,3,1,5,2,47,3,3,3,3,5,1,1,24,132,10,15,97,26,20,35,198,1,163,7,5,58,4,618,3,1,125,2,47,3,331,253,4,129,4,20,18,4,3,20,4,55,37,24,21,6,3,31,9,2,54,1,34,1,4,1,2,62,2,4,8,34,4,3,39,2,36,4,4,4,40,40,43,1,5,3,1,8
106,5,5,1066,31,13,689,1,20,2,2,117,5,1486,67,5,58,2,17,29,3,1,1,51,4,1,1,2,2,1,4,25,153,8,17,37,20,21,10,116,1,55,3,3,70,2,534,3,1,371,1,213,2,377,189,3,253,5,4,62,1,2,19,1,46,42,36,53,5,1,61,3,2,50,4,37,6,4,1,4,2,4,14,10,14,1,1,34,3,47,1,4,2,44,2,6,2,2,5,9,3
107,23,2,479,25,331,1260,1,21,1,183,174,3,1022,72,1,15,2,26,33,3,5,3,12,1,2,3,2,3,1,5,48,226,6,29,28,16,1,20,47,1,9,3,9,13,3,589,1,1,151,1,126,1,37,342,4,204,5,34,41,5,2,16,2,6,12,34,31,4,3,56,3,1,25,4,11,6,1,6,1,23,3,12,5,5,1,5,54,5,8,2,3,2,10,28,2,1,5,5,4,4
108,30,1,476,50,56,1060,3,8,1,237,129,5,1962,11,5,47,1,6,28,3,4,3,23,2,3,3,3,2,1,4,15,78,11,27,91,8,17,14,180,1,199,12,20,25,2,497,8,1,147,2,137,1,130,241,3,6,1,16,44,3,2,14,2,46,9,39,52,2,2,17,43,4,31,4,43,5,4,5,3,57,4,16,9,33,4,1,45,3,8,2,1,9,3,11,27,1,1,2,7,1
109,6,4,977,24,421,414,2,9,2,336,86,3,126,81,5,224,1,26,11,2,2,2,38,5,1,2,2,5,1,5,21,129,6,15,111,39,20,4,151,1,71,5,32,119,3,99,7,2,238,1,137,3,198,109,2,207,6,36,9,3,3,35,3,48,21,28,48,5,2,35,34,3,54,4,37,1,2,3,4,21,4,26,4,5,1,5,57,1,36,3,3,3,41,24,40,1,5,5,7,9
110,4,4,686,42,202,98,3,11,1,289,16,4,1521,182,2,203,2,21,27,1,1,1,49,4,3,1,2,2,1,5,31,226,12,13,36,21,23,37,47,1,6,7,20,74,3,271,1,3,366,3,175,3,371,126,5,135,1,37,59,5,1,16,4,34,7,30,17,1,1,42,15,4,41,3,39,6,3,3,3,27,6,26,7,33,3,1,25,2,43,4,4,3,42,31,2,3,4,3,7,10
111,16,5,953,31,184,167,3,16,1,128,108,2,87,173,4,93,3,39,34,2,2,4,1,1,2,3,2,1,1,3,23,70,4,2,30,37,18,8,132,1,91,8,33,88,4,1079,5,3,274,3,75,3,392,250,1,345,6,7,36,3,4,25,2,37,22,21,46,6,2,53,45,2,29,3,10,2,4,4,1,11,4,23,5,30,2,3,39,4,45,4,3,5,42,15,12,3,4,5,5,8
112,5,3,1093,45,412,1193,2,5,1,31,23,3,242,31,4,216,3,4,20,3,4,4,21,2,1,3,3,2,1,5,23,5,7,19,72,11,20,18,85,1,103,9,9,90,4,1207,9,2,43,2,250,3,82,231,3,81,5,28,48,4,1,17,2,11,33,9,54,3,1,12,45,2,3,1,18,2,4,3,1,53,1,45,1,5,3,2,2,4,4,6,3,9,32,3,8,4,1,3,3,4
113,8,3,145,18,21,1043,3,6,2,8,73,3,957,67,2,267,3,23,13,2,2,2,27,2,2,3,1,4,1,4,33,219,2,24,10,23,21,9,165,1,232,11,30,53,3,752,4,2,445,3,346,1,269,94,2,93,5,2,4,1,1,55,2,61,2,32,11,4,1,54,15,3,51,3,15,5,4,1,2,27,2,10,10,27,2,4,34,4,60,2,1,2,12,29,40,4,3,3,5,10
114,2,5,363,45,236,733,2,44,1,180,168,5,2182,26,1,28,3,17,5,1,4,2,33,2,1,2,2,1,1,3,7,212,2,10,92,3,1,6,94,1,170,3,34,70,4,878,7,1,450,1,91,1,277,286,2,125,6,9,30,1,3,46,4,7,19,2,35,6,4,56,42,4,39,4,37,6,3,4,2,11,3,29,3,31,1,2,14,5,12,4,3,2,45,11,18,4,3,4,7,5
115,34,5,75,2,51,529,3,34,1,319,139,3,50,92,1,132,2,29,27,3,5,2,25,5,1,1,2,4,1,2,6,144,6,17,103,41,7,3,89,1,36,1,27,85,3,184,6,1,380,1,335,2,448,4,6,64,5,16,37,2,4,19,2,25,39,37,46,1,4,58,33,4,55,1,58,1,4,2,1,58,6,13,4,35,3,3,31,2,42,3,3,9,24,17,42,1,4,1,8,5
116,31,3,343,49,407,1034,1,25,2,98,219,4,1805,179,5,230,2,26,32,1,3,1,9,2,1,3,1,3,1,3,10,142,2,12,89,22,22,24,157,1,233,10,23,103,2,213,5,2,98,1,13,3,104,91,1,19,4,28,21,4,3,29,3,58,56,30,3,3,3,34,3,4,15,1,27,4,4,1,3,61,3,23,6,40,4,2,9,3,3,3,2,6,33,2,2,4,5,3,6,9
117,15,2,239,43,282,389,2,1,1,95,74,1,1627,150,3,222,1,19,10,2,2,4,42,5,2,2,3,3,1,1,43,156,6,15,20,2,13,15,195,1,197,3,31,108,3,420,5,1,203,1,215,2,86,246,2,283,3,8,12,4,3,53,3,32,54,1,21,1,3,57,33,4,3,4,20,4,3,4,1,3,6,40,10,4,4,4,3,3,28,3,4,8,36,5,38,2,1,5,2,6
118,18,1,1051,7,169,1211,3,15,2,331,63,4,441,166,1,294,1,34,9,2,2,3,39,2,1,1,3,2,1,5,23,162,1,3,77,9,17,27,192,1,133,4,22,48,4,538,1,2,377,1,124,2,229,323,4,44,4,26,51,4,3,41,3,29,54,26,54,6,2,54,5,2,2,4,45,5,2,3,4,10,6,22,8,32,3,1,38,1,63,6,1,4,1,5,5,1,5,1,3,3
119,2,2,1023,41,322,1224,2,17,1,123,56,5,1055,148,3,276,2,40,7,1,1,3,37,1,2,3,2,3,1,2,31,173,5,20,103,21,7,41,8,1,203,2,4,105,2,352,8,3,169,2,412,3,114,71,6,153,5,23,30,4,3,22,4,35,20,12,53,5,4,16,44,1,12,1,61,5,1,6,4,27,2,24,1,8,2,3,1,3,16,5,4,1,43,31,28,1,2,2,6,9
120,15,5,540,8,306,1041,3,13,1,89,123,3,1790,118,1,245,2,12,8,2,4,4,44,1,1,2,1,4,1,3,3,14,3,13,103,14,6,11,53,1,156,9,34,100,4,442,4,3,449,1,147,3,318,326,4,197,2,26,58,4,3,42,4,35,9,9,19,6,3,53,19,3,40,2,20,1,1,6,2,52,3,35,10,31,3,4,6,4,42,6,1,5,42,3,27,4,5,5,8,4
121,33,4,184,18,219,741,3,32,2,279,234,4,2069,99,1,65,2,14,35,3,4,4,17,3,3,3,3,5,1,3,5,51,8,6,75,23,2,6,61,1,204,11,17,47,4,187,4,1,68,2,1,2,206,31,2,214,4,20,48,5,2,7,2,22,26,43,4,6,1,44,29,3,9,3,30,4,4,4,3,40,2,35,6,23,3,4,37,5,4,5,1,9,10,43,15,1,3,4,7,9
122,8,3,668,44,325,18,2,44,2,88,73,1,929,128,4,67,3,21,31,1,2,4,8,3,2,2,1,5,1,2,33,124,6,3,53,8,9,15,15,1,24,6,17,43,1,1227,9,2,231,3,162,2,17,121,4,178,1,2,31,3,4,49,4,46,28,12,29,3,4,18,15,1,42,2,32,2,4,4,2,3,3,11,6,27,3,5,17,5,33,4,4,10,35,25,5,3,4,4,1,6
123,26,2,987,35,232,905,3,41,1,281,171,4,96,20,4,31,2,27,21,3,1,2,9,2,1,2,3,2,1,4,19,9,12,10,87,19,5,18,45,1,118,6,20,83,1,617,2,2,342,2,412,1,285,277,5,90,3,29,38,5,1,36,2,58,4,13,22,3,2,14,19,1,51,4,2,1,4,2,3,41,6,30,3,10,1,2,24,5,10,1,1,2,4,34,8,3,4,3,4,4
124,1,4,846,5,73,168,2,38,2,204,7,3,998,177,5,238,2,6,23,1,2,1,23,5,1,3,2,1,1,5,44,139,12,29,67,37,12,4,84,1,88,5,23,22,2,226,9,3,170,2,179,3,454,129,3,83,1,27,57,3,1,29,1,58,44,8,41,5,4,56,26,2,28,3,60,1,2,3,3,12,2,1,6,42,2,2,48,1,11,3,3,6,37,3,42,1,2,5,7,8
125,16,5,957,4,22,525,1,27,1,339,111,1,2321,85,2,168,2,23,1,1,2,4,39,1,1,1,2,5,1,2,17,44,3,27,27,34,9,26,122,1,170,4,31,73,4,581,6,3,93,3,193,1,287,79,5,40,3,19,18,4,4,6,2,29,56,40,48,6,3,45,36,4,51,1,23,2,2,3,2,57,2,38,3,12,1,3,62,4,6,6,2,1,43,25,36,4,2,5,2,5
126,4,1,938,38,296,481,1,30,2,54,34,1,1598,103,3,175,2,1,15,3,1,3,7,3,1,2,1,3,1,3,13,182,3,6,26,27,8,13,69,1,149,10,10,28,3,75,8,3,446,2,314,2,148,57,1,318,1,10,6,3,4,32,4,1,42,25,21,6,3,43,24,4,10,3,6,5,4,6,1,29,6,45,5,21,2,4,46,1,22,3,4,9,43,45,45,1,4,2,10,2
127,25,3,840,10,361,52,2,38,2,148,147,1,2026,57,5,121,2,30,26,3,1,1,9,3,2,3,2,4,1,5,47,176,1,7,64,34,17,6,105,1,174,3,23,106,3,421,5,2,426,1,404,1,356,335,4,154,6,12,45,2,1,53,4,49,24,41,30,1,3,19,16,1,39,2,7,3,1,3,1,35,3,23,7,29,1,2,9,2,6,3,4,1,20,21,22,2,1,5,4,4
128,7,3,561,48,38,675,2,45,1,50,225,1,1411,50,3,209,1,27,8,3,1,4,18,1,3,2,3,2,1,4,8,91,1,29,20,25,2,35,58,1,33,11,20,39,1,1135,8,1,371,2,245,1,210,114,6,35,3,29,64,2,2,19,1,54,20,21,27,5,2,56,32,1,41,3,16,3,1,6,4,29,3,43,5,30,1,4,18,5,20,5,1,1,23,7,32,2,4,3,1,7
129,23,4,300,9,395,609,3,19,1,341,195,1,305,18,4,67,2,9,15,1,5,3,33,1,2,3,2,1,1,2,27,69,8,34,103,37,19,12,97,1,59,11,14,70,1,362,4,1,127,2,384,2,293,325,2,242,1,22,34,5,2,11,2,47,14,34,21,3,2,31,32,1,37,2,56,4,4,4,3,51,1,19,6,32,1,3,19,2,20,5,4,6,25,43,22,3,5,3,6,6
