UID,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50
538,5,4,1,9,9,8,8,1,9,4,5,8,10,7,7,9,1,9,10,7,8,5,4,4,1,2,10,7,3,1,3,2,5,6,4,5,8,5,1,3,10,7,4,6,3,3,8,10,6,5
539,6,1,9,2,10,1,4,1,8,4,7,4,10,7,2,1,3,9,10,6,7,4,8,6,9,4,3,4,9,8,7,3,2,4,5,1,5,4,3,8,6,9,8,4,10,3,6,9,7,5
540,10,6,10,8,6,6,10,6,4,3,4,1,4,10,6,9,1,3,3,7,10,7,1,7,3,3,6,10,5,3,6,10,8,8,3,3,10,5,9,3,6,2,3,10,6,10,7,2,1,3
541,7,5,6,2,1,8,7,9,9,1,4,4,10,4,8,3,4,6,7,3,1,6,8,2,6,4,2,2,9,9,3,4,5,8,9,4,10,1,1,10,1,4,1,8,3,1,8,4,8,5
542,8,3,3,10,10,2,5,2,5,4,1,2,8,2,6,1,9,5,4,3,2,3,9,10,3,8,5,3,10,7,3,3,7,1,3,6,7,3,8,10,5,9,7,8,8,7,8,2,10,7
543,3,10,2,7,1,2,9,6,3,4,2,5,6,2,7,10,3,2,2,10,6,7,6,2,7,6,3,6,10,8,6,2,8,7,5,9,1,5,7,2,5,3,5,5,2,2,5,6,2,5
544,8,6,4,1,5,9,9,9,10,6,9,8,1,7,1,4,5,5,7,2,10,7,9,7,6,6,3,4,3,6,10,4,5,4,1,9,9,8,6,4,6,6,2,7,5,4,4,2,7,9
545,9,5,1,1,2,2,4,1,8,6,8,4,2,9,1,10,8,3,9,4,5,8,8,5,3,7,8,8,2,9,10,2,1,9,9,1,2,7,1,6,8,9,3,4,2,5,4,7,5,7
546,1,8,6,3,7,7,10,9,3,5,8,2,7,8,10,5,1,6,9,1,10,6,10,9,6,10,4,1,4,8,2,10,6,3,9,8,10,8,4,6,10,1,3,4,6,1,2,10,8,7
547,3,9,1,7,1,8,6,6,2,7,7,3,7,9,10,1,8,8,3,9,9,6,8,5,5,2,8,4,3,10,10,5,8,1,6,5,2,6,2,3,8,2,9,1,7,9,4,9,6,4
548,6,2,3,9,6,4,2,1,10,3,9,4,7,7,7,10,2,5,9,9,3,1,4,4,2,6,3,7,5,3,4,1,10,4,2,2,10,1,10,6,7,3,1,8,7,8,7,6,5,7
549,7,8,8,1,3,3,3,10,3,5,2,7,6,9,1,3,2,4,7,8,4,1,5,9,9,7,9,1,4,5,10,6,6,2,5,9,3,2,6,2,9,10,7,8,3,10,7,5,8,4
550,2,1,10,7,4,3,10,10,2,7,3,1,6,4,6,2,2,3,2,7,2,7,5,7,7,3,8,3,4,2,3,5,8,2,7,6,2,7,2,1,5,10,6,6,4,4,4,9,4,1
551,1,4,7,5,10,6,5,1,7,7,4,4,5,9,4,7,7,6,3,9,4,7,9,10,6,3,6,2,3,4,6,2,4,8,10,2,1,6,7,4,10,2,10,3,8,1,5,10,5,7
552,8,2,3,6,4,6,1,1,9,4,6,7,3,6,1,3,4,1,9,8,2,8,10,3,10,4,8,1,2,2,4,9,4,9,3,7,5,3,8,6,2,5,4,3,6,2,8,1,10,5
553,7,3,2,3,5,1,4,5,10,7,8,4,7,9,10,4,8,8,8,5,6,4,9,8,7,4,7,7,3,4,4,2,8,4,5,9,1,6,6,1,8,4,6,6,6,7,3,9,7,1
554,6,7,1,7,3,5,8,3,7,10,8,8,3,1,6,1,1,3,1,6,2,1,6,1,4,7,3,2,8,8,9,2,7,1,5,9,2,3,6,3,9,6,5,7,6,2,5,2,1,3
555,1,3,10,4,5,9,7,2,8,5,2,2,1,6,4,1,7,6,5,9,1,10,4,8,8,8,2,7,10,2,7,4,6,7,10,8,9,2,7,1,7,10,5,2,3,7,9,2,10,5
556,2,9,1,9,5,6,1,6,1,1,8,10,7,8,1,8,10,5,4,4,8,7,8,3,6,1,10,5,3,2,5,5,8,2,6,4,4,7,5,5,10,9,3,4,4,2,8,4,8,9
557,3,2,7,9,1,9,9,3,1,6,6,3,4,1,4,10,8,10,2,10,2,8,6,2,1,3,10,3,4,1,8,3,6,5,2,1,6,10,5,4,5,8,3,4,9,7,8,2,3,8
558,6,10,9,1,10,7,3,10,5,6,6,10,10,3,6,1,6,9,2,4,9,5,6,1,5,10,7,8,6,5,2,3,6,8,5,10,9,3,8,2,1,3,4,4,4,5,9,6,2,6
559,10,1,8,8,7,2,4,9,1,6,6,3,1,10,8,5,1,9,4,4,8,1,5,6,2,8,4,9,2,5,2,2,6,10,7,5,2,9,3,2,2,9,6,3,4,10,1,1,9,5
560,9,8,10,1,6,8,1,1,7,6,2,2,9,4,9,6,1,10,2,5,7,10,1,6,3,7,3,2,7,7,3,1,6,8,4,5,8,5,4,1,6,6,5,6,6,9,5,5,6,2
561,10,4,3,6,6,10,5,6,3,3,5,6,5,1,7,5,1,7,4,2,4,10,1,6,10,10,10,8,10,3,6,6,6,8,10,7,1,3,9,8,9,10,9,3,7,10,3,5,10,9
562,1,1,10,7,9,3,3,5,7,5,7,5,4,2,1,9,5,4,2,3,5,7,4,6,4,9,3,7,8,8,8,7,1,8,1,10,4,7,6,10,8,5,3,6,6,5,1,3,3,5
563,7,3,5,9,1,6,8,3,8,5,2,9,4,3,7,2,3,10,5,10,6,8,5,3,5,5,1,1,8,8,1,10,2,6,6,5,7,6,4,3,4,9,10,9,3,1,6,10,1,5
564,5,10,5,4,5,10,4,6,10,3,7,5,4,8,3,7,1,6,6,8,4,3,8,3,10,3,9,1,10,3,4,2,8,1,9,4,6,9,8,8,10,3,9,9,10,1,1,2,5,2
565,3,7,9,1,4,4,8,7,5,3,7,5,5,7,4,6,2,8,9,4,3,9,3,6,4,8,6,5,5,4,10,7,6,8,9,4,6,1,5,9,2,2,1,7,4,5,1,4,1,7
566,2,5,7,7,6,7,7,2,10,2,6,5,5,1,5,9,9,6,1,8,7,9,7,6,9,8,10,8,6,8,9,4,10,5,5,9,9,5,5,6,2,7,2,9,5,8,6,5,4,5
567,4,10,2,4,1,4,3,3,1,9,10,8,8,7,1,7,1,1,6,2,5,7,4,7,8,10,4,8,1,8,3,2,4,2,7,6,3,8,5,4,9,5,10,2,7,2,2,8,1,8
568,4,7,2,7,4,5,2,9,1,8,10,3,4,4,2,5,7,8,5,9,5,7,9,3,7,1,4,10,7,2,1,9,5,6,6,10,7,2,4,2,10,6,10,1,10,9,2,6,4,4
569,5,7,8,3,6,3,8,10,4,4,4,9,1,8,10,5,8,9,10,9,6,3,9,7,6,4,1,3,5,7,1,2,7,8,10,8,6,10,5,9,4,4,7,8,3,10,4,7,9,8
570,1,6,3,10,4,1,1,7,2,3,6,7,7,4,3,6,7,7,4,6,2,9,3,6,3,1,8,9,5,2,2,2,8,10,2,5,6,4,7,2,6,7,9,2,4,4,3,10,1,3
571,6,7,1,8,2,2,8,3,5,8,8,5,7,5,7,6,1,4,1,6,1,4,2,3,7,2,7,5,1,3,8,10,1,10,10,9,7,3,3,4,4,5,2,10,8,2,7,5,5,5
572,2,4,10,6,4,1,9,2,7,1,1,1,2,9,8,7,1,3,4,1,6,7,10,3,3,8,5,10,5,10,7,4,9,8,3,3,7,7,4,3,5,5,4,5,7,10,10,3,3,6
573,6,6,9,4,4,1,8,10,10,2,4,4,6,8,3,2,9,9,10,4,1,10,1,5,9,6,6,1,6,9,3,4,9,6,8,1,7,3,6,4,4,10,9,10,1,3,8,10,4,5
574,5,7,1,1,2,3,9,3,2,8,10,3,1,6,6,10,5,10,9,4,7,6,1,2,1,3,4,7,9,7,5,9,4,5,2,1,2,7,1,3,1,4,6,4,9,6,7,4,2,1
575,6,4,6,2,3,7,7,1,8,5,7,3,6,2,5,6,7,3,5,6,2,6,7,8,2,8,3,3,1,6,5,2,7,6,1,7,1,3,1,9,10,6,1,8,8,2,5,5,8,3
576,8,6,1,2,9,5,4,7,4,5,5,3,2,8,1,4,6,6,6,7,10,8,4,5,8,3,6,1,4,10,9,1,6,9,5,8,10,3,1,4,7,7,8,1,1,2,6,2,10,5
577,1,5,7,10,1,9,1,7,1,10,6,6,8,10,5,3,10,8,8,7,8,5,5,9,10,3,4,8,9,9,1,9,1,9,7,10,4,5,8,6,10,4,2,2,4,5,6,4,6,9
578,2,10,6,3,9,9,8,8,6,3,7,6,1,4,2,9,3,5,4,5,9,6,8,8,4,4,2,3,6,9,7,8,4,7,4,10,4,9,4,2,5,3,3,7,6,8,9,6,2,8
579,3,7,2,3,6,7,2,6,8,3,5,3,3,10,1,9,4,8,1,4,8,4,3,9,1,10,7,6,4,1,6,2,9,5,3,4,7,2,10,7,6,9,6,2,1,3,5,10,4,1
580,9,1,1,1,10,2,10,3,7,8,7,2,8,4,8,3,8,8,3,10,10,4,10,3,8,5,6,3,5,8,10,3,2,6,9,10,2,4,10,5,5,8,7,2,1,6,4,3,4,5
581,9,8,7,5,3,7,6,3,1,7,1,2,8,8,7,4,8,4,9,1,4,2,2,9,2,5,6,9,8,1,4,10,10,1,1,3,5,6,10,5,4,4,1,10,5,10,9,1,2,4
582,6,5,7,2,8,8,9,7,2,1,7,5,8,10,9,1,2,10,8,1,5,9,10,10,6,10,7,8,2,6,4,9,6,8,5,5,4,5,7,6,2,8,5,6,1,4,2,1,5,7
583,10,8,10,4,10,1,1,3,6,10,6,6,7,9,2,5,10,3,6,5,9,5,7,10,7,9,10,8,3,7,5,8,3,1,3,4,5,7,6,9,10,1,1,3,3,2,3,7,9,2
584,5,4,10,2,10,8,4,8,5,4,9,7,10,10,1,5,10,5,6,2,6,8,1,3,10,9,8,10,3,3,2,5,3,7,1,5,8,5,7,6,10,5,6,10,8,5,3,7,9,5
585,2,4,2,2,6,9,3,4,6,7,2,9,5,9,2,4,6,3,1,2,3,10,8,8,7,10,7,1,8,9,9,8,4,2,5,7,5,9,8,8,2,4,7,1,4,9,6,1,2,5
586,2,6,10,7,3,9,1,10,7,6,9,3,6,6,4,6,4,2,4,1,5,9,1,7,6,5,4,1,7,3,10,7,7,7,9,9,3,9,1,2,2,8,3,5,5,4,8,3,4,6
587,4,9,6,10,9,8,10,6,10,9,8,1,2,3,10,9,1,3,8,8,4,5,7,8,8,2,3,8,5,3,10,1,4,10,8,9,7,1,5,1,2,3,1,10,10,1,10,6,6,7
588,8,6,8,10,4,6,6,2,1,7,3,1,2,4,2,3,6,4,4,6,6,6,8,10,7,2,7,3,8,4,5,6,5,9,8,7,9,5,1,3,1,5,5,2,9,4,2,1,1,2
589,8,3,4,5,7,1,1,10,10,1,7,4,5,1,6,7,1,6,7,1,7,5,6,9,3,10,8,9,3,8,8,8,9,5,9,3,1,7,3,1,9,7,7,6,8,5,1,1,3,9
590,3,7,10,8,1,3,1,3,8,10,4,8,5,5,5,3,10,2,4,6,8,5,4,3,3,4,7,4,8,3,1,5,7,3,3,1,10,5,3,7,3,3,7,8,5,7,7,8,7,1
591,1,1,4,6,3,9,7,2,3,1,10,9,9,9,7,5,1,4,6,4,2,9,7,1,9,5,2,9,8,10,3,9,4,9,9,6,1,4,6,3,1,4,3,6,4,9,4,4,4,4
592,6,3,7,10,3,5,3,7,5,4,5,10,7,7,8,8,9,10,10,10,9,8,10,3,1,7,10,9,10,9,5,4,8,4,10,2,2,6,4,2,1,10,5,3,2,7,2,10,5,3
593,7,1,5,8,5,1,5,6,9,1,7,2,10,4,3,4,5,4,7,1,5,9,2,9,10,8,2,8,7,1,3,10,7,2,8,3,9,8,2,8,9,8,1,1,10,5,5,5,2,9
594,5,2,1,6,1,1,8,10,4,10,8,9,2,1,10,5,6,1,7,6,3,9,3,9,7,8,4,6,9,8,3,9,1,2,8,4,6,6,5,7,2,3,3,8,7,8,9,10,1,3
595,3,3,10,4,2,1,7,9,1,6,7,2,6,9,10,9,3,7,2,5,7,3,7,9,4,1,7,9,2,5,6,7,1,10,3,8,10,4,2,9,8,5,7,2,10,9,5,8,9,8
596,1,2,10,4,3,10,8,3,3,3,7,10,2,4,2,6,2,9,4,8,4,6,8,7,8,6,2,3,10,10,5,2,2,8,8,1,1,10,3,6,5,9,8,10,10,4,9,2,8,1
597,6,1,1,3,6,9,6,8,8,8,8,5,9,10,2,7,9,5,6,8,7,7,7,6,5,4,10,6,10,6,10,5,2,1,1,10,4,4,6,4,7,7,2,10,7,10,1,8,1,3
598,7,10,5,5,3,5,2,4,1,7,3,10,2,8,4,10,4,8,5,10,3,6,9,8,8,2,7,5,5,6,6,8,7,10,5,8,1,5,4,8,4,6,7,3,6,6,2,8,5,9
599,10,8,3,8,3,10,3,1,9,7,9,5,10,3,6,7,3,8,3,3,5,6,2,4,7,9,3,6,8,9,8,10,2,7,4,4,8,3,9,2,10,2,7,10,10,3,9,1,10,9
600,3,4,8,5,1,4,4,7,8,5,2,10,1,10,7,5,8,6,8,9,10,6,9,4,2,4,2,3,8,2,7,9,10,2,3,7,3,1,10,2,10,5,1,4,2,8,10,7,6,4
601,10,6,5,10,7,6,8,3,7,5,9,2,8,6,6,9,8,5,9,5,2,1,4,10,10,3,5,8,3,6,3,9,8,8,3,9,4,2,7,8,7,10,1,9,10,7,1,8,6,3
602,8,1,2,2,10,3,1,6,3,7,1,8,3,3,7,2,7,8,10,8,6,6,3,2,8,1,8,3,2,3,7,8,9,9,9,6,2,9,4,9,6,9,10,9,5,10,1,9,5,10
603,3,2,1,8,1,6,10,2,10,9,7,5,1,4,3,10,1,2,8,3,1,2,1,6,3,9,10,9,8,3,3,5,7,4,1,8,8,2,9,4,5,5,6,2,4,9,1,1,7,4
604,2,6,2,4,4,5,4,1,6,7,7,4,4,6,9,7,1,8,5,7,2,3,8,1,5,9,7,10,2,8,1,2,7,5,4,8,6,7,4,9,8,7,9,2,4,9,7,9,10,5
605,9,3,3,10,8,10,3,1,1,10,3,6,2,10,6,6,2,3,10,4,7,10,3,5,7,4,10,8,5,4,8,4,4,3,8,5,10,2,6,9,6,9,10,7,9,9,5,9,1,4
606,4,4,3,3,10,6,10,3,8,9,5,3,10,7,1,9,2,4,8,6,10,5,1,9,10,10,7,5,6,8,5,3,5,3,10,3,3,1,4,4,10,9,1,7,10,4,3,1,5,5
607,7,10,9,10,8,6,4,8,4,6,4,10,9,4,8,6,5,3,10,3,2,8,3,9,6,2,10,6,6,3,10,5,2,8,6,1,9,1,5,4,10,3,6,3,10,10,6,9,2,2
608,10,8,3,4,6,8,3,3,9,4,3,9,5,2,8,3,10,7,2,9,6,1,1,8,10,4,2,9,8,10,10,6,3,2,8,9,1,9,5,9,7,6,10,1,4,4,9,8,1,7
609,6,1,4,1,1,10,10,5,10,1,10,2,10,9,3,4,8,4,3,8,6,9,3,5,9,4,9,5,1,6,3,3,6,6,7,3,4,5,3,1,8,7,2,8,5,5,10,6,2,2
610,7,8,9,10,8,4,10,9,8,6,8,7,7,7,7,7,8,7,8,8,4,7,7,10,9,6,10,7,8,3,9,8,4,4,1,6,5,3,5,5,5,2,5,5,1,7,9,9,6,5
611,2,6,7,5,3,7,9,2,1,10,10,6,6,10,8,1,3,4,7,7,2,3,6,3,2,2,10,9,7,4,9,1,3,1,10,8,7,1,9,10,9,5,1,8,6,8,4,6,6,4
612,3,8,3,8,7,3,4,8,2,1,5,5,8,8,1,8,2,9,8,5,2,7,3,6,5,7,1,1,9,7,6,4,5,10,5,10,10,6,6,2,9,6,10,5,8,3,2,1,2,5
613,10,2,3,4,6,8,1,8,9,9,3,5,2,9,9,7,4,2,5,4,4,9,2,5,4,9,9,10,8,1,4,4,6,10,10,3,4,3,10,9,9,4,6,4,3,9,5,4,9,10
614,7,7,7,9,5,4,5,2,3,4,4,7,10,2,9,2,10,6,6,2,9,8,7,6,1,3,2,2,2,4,4,4,9,9,4,1,1,3,6,9,5,3,5,4,5,10,3,6,9,10
615,3,5,3,2,9,8,9,8,9,7,7,7,4,2,8,5,3,5,6,6,9,10,4,4,3,8,7,1,2,1,10,1,7,4,3,9,2,4,1,8,10,9,3,6,4,5,6,1,6,5
616,5,7,1,8,2,9,7,8,4,9,2,5,8,10,10,5,9,7,5,2,10,6,5,10,8,8,1,8,7,6,4,2,8,4,10,6,8,3,7,6,6,1,1,10,2,10,1,4,10,5
617,8,5,9,5,9,8,4,6,4,7,2,8,9,4,8,7,10,10,2,5,6,4,5,5,7,8,8,5,4,6,1,2,6,2,8,4,2,9,10,4,9,4,9,4,5,2,4,7,3,9
618,2,7,8,7,5,4,10,1,6,7,4,3,4,5,7,9,6,7,10,6,10,1,6,10,9,10,3,3,1,3,10,8,2,1,3,8,9,2,3,1,5,9,4,2,8,1,3,4,4,2
619,6,2,9,5,8,9,7,4,9,1,5,4,1,8,3,4,1,3,2,10,8,7,4,3,9,3,3,8,3,3,5,5,7,5,4,7,8,6,7,4,6,7,6,5,7,3,4,8,8,6
620,1,10,1,2,2,10,2,4,1,10,9,3,9,9,4,7,9,8,5,8,6,5,4,5,5,7,1,9,6,8,2,1,7,2,9,5,7,3,10,5,7,3,5,4,3,9,5,4,9,7
621,6,2,4,10,9,5,3,2,2,2,3,5,7,6,7,1,6,5,5,4,9,7,4,3,5,2,6,5,6,2,1,1,7,4,1,4,3,6,2,2,4,1,9,4,3,8,7,3,2,7
622,6,5,6,4,2,7,7,1,10,5,5,2,8,10,10,3,6,4,10,8,8,8,9,5,10,4,3,7,5,9,9,9,2,8,9,7,1,2,1,9,1,6,4,5,5,10,2,8,1,9
623,1,9,10,9,1,2,7,4,4,5,5,10,6,5,8,7,1,6,6,3,10,3,5,8,2,10,9,1,2,1,10,4,6,9,10,1,7,1,4,3,9,9,7,1,4,5,5,10,3,9
624,10,9,1,4,9,4,10,2,6,8,5,5,4,5,9,9,9,3,10,4,10,9,10,4,10,5,2,4,2,6,9,4,5,7,9,3,4,1,9,7,10,8,3,9,7,9,9,7,3,6
625,10,8,2,9,6,8,3,3,9,6,4,8,5,3,1,4,2,1,4,7,9,9,10,1,4,2,7,4,8,8,10,10,10,7,6,10,6,1,2,5,8,3,1,8,6,8,6,5,6,6
626,9,1,3,2,1,10,10,3,7,2,7,9,3,5,7,4,5,6,3,2,6,1,7,4,6,4,2,5,6,4,2,1,5,1,1,1,4,4,3,4,10,5,9,6,1,9,8,6,5,6
627,5,1,10,4,6,7,6,7,10,10,3,10,2,7,3,8,8,10,9,8,8,6,4,4,2,9,9,2,1,9,1,7,7,5,8,7,9,3,1,5,4,9,3,6,7,7,5,4,6,7
628,7,4,5,2,1,1,1,5,5,10,9,1,3,3,9,2,2,8,8,9,9,5,9,2,10,3,9,3,6,4,4,5,4,9,7,9,5,5,5,7,3,9,9,10,4,8,4,4,4,9
629,10,6,9,1,6,9,7,8,3,7,1,7,3,6,2,7,1,8,2,5,5,10,1,10,9,9,4,4,7,7,1,10,8,6,2,6,5,3,6,10,8,2,2,2,9,4,5,8,1,6
630,4,8,1,1,4,5,9,1,1,6,1,7,6,4,3,8,5,5,5,10,10,1,7,2,4,8,10,10,7,10,5,1,2,7,9,6,3,3,2,2,10,6,3,3,5,8,8,1,9,3
631,5,2,7,3,6,8,6,6,9,6,4,3,2,7,3,1,7,7,3,7,10,3,8,4,6,9,2,4,6,9,10,4,8,7,1,5,7,3,5,2,10,10,5,1,8,5,4,3,7,5
632,6,3,4,8,4,4,7,10,5,10,4,7,9,9,10,9,2,10,6,6,2,8,7,6,1,2,9,8,7,9,1,4,7,5,1,5,7,8,6,5,4,9,9,9,5,8,8,7,7,2
633,2,8,1,1,5,1,4,2,7,3,3,3,1,2,1,8,7,6,2,3,2,2,3,8,2,7,7,2,3,6,6,10,10,8,4,3,1,8,3,5,2,9,2,5,4,9,9,5,4,2
634,7,6,2,6,1,9,9,8,7,7,7,7,3,1,6,1,9,7,5,3,7,3,3,8,6,4,5,1,3,1,7,7,9,1,5,10,8,7,10,2,8,10,2,3,2,2,4,6,8,2
635,9,4,10,4,7,9,7,2,10,8,8,1,3,5,7,1,1,4,10,5,5,5,8,4,5,6,10,6,9,4,1,8,5,5,5,10,5,4,1,2,3,8,8,5,4,7,2,2,7,5
636,4,7,8,6,3,8,6,2,2,2,3,5,2,1,8,3,5,4,9,3,4,2,1,8,3,2,8,2,10,8,3,7,10,1,9,7,10,2,5,10,4,5,4,3,9,6,3,10,2,9
637,2,9,10,2,8,8,1,6,5,8,8,6,1,9,7,5,8,4,10,5,4,1,10,4,6,7,2,6,2,4,3,8,10,6,9,4,10,9,8,2,4,1,7,9,2,4,8,10,9,6
638,8,2,5,10,9,1,5,2,3,3,5,7,2,6,7,2,2,2,2,7,9,5,9,2,3,9,5,5,6,10,9,2,9,7,9,6,9,4,1,6,6,7,8,6,8,6,9,10,6,1
639,9,4,3,4,8,1,6,6,9,4,5,5,3,5,10,2,1,3,10,5,1,1,1,8,7,5,8,6,3,7,2,8,9,10,3,5,8,2,3,6,3,2,6,5,1,8,9,3,1,10
640,3,4,9,10,8,5,3,8,10,8,7,4,7,5,4,6,6,2,2,10,10,2,7,2,4,1,8,8,2,7,9,4,7,2,8,1,5,4,7,7,6,9,9,5,5,4,5,3,5,8
641,6,8,9,1,6,5,1,6,7,1,9,2,7,1,8,2,8,3,10,10,7,3,7,3,8,3,3,8,4,3,3,5,4,6,2,1,1,5,1,5,3,2,9,7,5,7,4,1,2,2
642,4,9,3,7,2,2,4,4,8,1,3,6,6,10,7,1,6,4,2,3,10,10,5,5,3,1,1,4,1,2,9,5,8,10,1,9,9,10,1,4,9,7,7,1,4,2,2,1,9,9
643,8,4,10,6,4,9,8,8,3,6,8,3,4,2,4,7,10,6,6,3,9,5,7,9,8,5,10,6,2,3,4,5,9,3,2,4,2,3,3,9,1,9,6,7,6,4,3,10,6,8
644,3,3,4,5,5,3,4,8,4,9,7,1,10,6,9,3,8,10,7,9,3,10,5,6,10,8,2,5,8,1,4,9,9,4,3,3,9,1,7,9,6,6,3,8,5,5,10,5,7,8
645,4,3,1,8,6,10,5,3,5,10,1,2,6,7,1,8,10,5,7,5,6,7,9,7,4,3,4,8,4,1,6,2,9,10,4,8,1,3,4,4,1,3,5,9,2,5,9,3,1,2
646,3,6,5,10,3,7,4,1,1,5,1,4,1,9,7,10,7,3,7,10,1,8,5,10,2,10,6,1,7,6,2,10,4,9,10,9,6,3,3,9,3,4,3,4,3,9,4,2,3,10
647,1,2,10,10,8,5,5,9,4,1,9,10,9,6,5,4,7,8,10,9,4,9,7,2,8,4,5,9,2,4,10,8,8,3,3,6,4,3,7,8,7,8,8,6,3,8,3,9,9,1
648,8,3,9,2,7,8,3,7,1,4,9,1,8,7,5,10,2,8,8,10,7,8,7,10,9,8,5,4,3,7,4,2,7,5,5,8,3,4,5,9,10,10,10,8,4,10,8,3,6,8
649,1,10,9,1,5,4,1,6,10,9,3,1,10,3,4,2,1,10,1,3,3,1,5,7,5,2,7,9,3,6,8,4,3,8,8,1,2,9,1,3,10,6,2,3,2,1,4,1,3,1
650,5,3,4,10,9,7,1,2,6,4,8,4,7,9,6,4,6,7,5,5,4,4,1,6,4,5,3,6,3,6,6,7,4,4,6,6,9,9,8,8,10,7,6,9,10,1,3,4,7,8
651,9,6,4,4,10,3,8,3,10,8,4,7,2,10,5,5,1,6,2,2,1,3,7,7,2,6,1,4,5,1,8,10,5,9,10,6,6,4,2,9,2,9,8,3,5,1,6,7,6,10
652,8,7,9,5,2,4,5,3,2,3,1,5,3,10,5,2,7,6,6,2,3,10,4,2,5,8,9,5,6,5,10,10,4,1,7,1,6,2,8,9,4,5,3,4,5,3,9,6,10,8
653,3,3,7,7,10,4,10,1,3,1,4,7,10,7,6,10,8,8,4,1,9,3,3,3,5,4,4,7,6,2,9,9,6,8,10,8,6,8,5,10,6,7,5,3,6,10,1,8,1,2
654,1,9,9,5,4,9,6,4,5,8,2,9,6,2,9,7,5,5,9,5,5,6,7,8,9,3,5,2,1,5,6,4,4,1,6,1,4,5,8,7,5,4,8,9,9,10,3,3,7,4
655,2,9,6,6,6,9,2,8,8,6,1,7,6,8,9,1,6,3,3,5,4,10,3,9,7,10,7,7,8,8,1,2,8,5,9,2,4,9,10,7,1,4,10,4,2,1,1,9,9,1
656,7,5,9,1,8,2,9,9,6,6,7,1,1,1,10,3,2,3,3,5,2,4,2,8,10,2,4,8,10,5,8,1,2,6,3,7,4,8,6,6,8,4,2,3,7,7,2,5,9,6
657,5,3,7,3,5,3,9,3,9,6,7,1,7,9,7,2,5,4,1,9,10,2,9,8,4,10,3,5,6,9,10,4,4,6,7,5,1,1,1,5,4,8,7,3,1,6,1,2,9,3
658,2,7,1,10,4,6,6,6,2,9,4,6,4,8,9,7,3,8,9,3,9,7,10,9,4,6,5,5,2,5,2,9,1,6,4,4,6,1,8,5,4,3,5,10,9,1,5,4,6,5
659,5,7,9,8,10,4,8,6,1,6,8,9,5,3,7,5,4,3,5,2,3,6,4,1,7,6,4,5,5,3,8,6,10,8,4,9,1,8,7,4,7,7,2,10,3,6,5,8,10,7
660,5,5,6,3,6,5,4,2,5,3,10,4,9,1,2,4,1,3,6,2,5,1,6,7,4,8,5,10,7,2,10,4,9,5,9,10,2,6,5,7,4,2,4,7,2,7,5,5,5,5
661,2,3,7,3,5,2,1,1,5,10,5,10,6,5,8,1,1,2,9,7,6,6,1,4,5,2,7,7,9,5,9,6,7,8,5,10,10,8,5,9,9,6,3,3,7,5,6,9,1,5
662,5,5,4,4,1,4,10,3,10,3,4,5,6,1,3,7,2,3,8,10,9,2,9,8,7,9,9,3,9,9,7,8,4,4,9,10,1,3,3,4,4,8,6,7,9,9,6,7,3,6
663,7,5,6,10,4,8,4,5,10,9,2,10,3,8,7,6,2,10,4,4,6,4,5,6,6,1,1,3,9,1,2,2,3,6,3,3,5,7,1,4,10,10,6,9,1,6,3,7,3,6
664,7,8,5,8,4,1,8,1,1,6,4,4,5,10,5,8,10,7,10,9,9,6,9,3,1,3,4,5,10,8,10,6,6,7,5,1,5,2,8,6,5,5,7,8,4,1,10,1,5,6
665,6,7,4,6,4,1,5,4,2,1,9,10,1,9,8,1,10,7,9,5,9,1,10,4,4,10,6,1,6,1,1,1,10,3,3,5,1,1,10,5,8,9,3,8,4,5,8,2,4,9
666,8,7,2,10,10,6,6,5,3,3,2,6,7,1,6,1,3,5,1,4,2,5,4,10,4,9,6,3,2,6,5,9,5,10,5,6,8,1,1,10,7,6,5,1,2,6,4,6,6,2
667,9,5,7,7,9,5,7,8,2,6,4,8,9,8,3,4,9,5,9,5,6,8,8,1,5,3,9,10,5,8,7,4,1,1,6,10,1,5,3,9,3,5,3,3,8,1,2,2,6,7
668,5,4,8,4,10,8,6,6,2,8,3,5,3,5,8,8,4,8,7,8,9,5,6,7,5,9,1,10,2,2,3,4,7,5,1,5,7,4,2,7,2,6,5,3,8,6,5,8,1,9
669,4,2,9,6,8,10,8,2,2,1,3,7,3,10,10,2,1,3,9,1,1,5,6,5,4,4,10,4,3,4,6,1,4,10,9,1,7,8,5,10,3,8,7,3,7,7,3,5,8,3
670,4,8,4,10,10,7,3,7,3,3,2,1,9,1,1,8,10,6,10,10,9,1,10,3,5,9,10,8,6,10,2,1,7,2,2,10,2,2,10,7,9,7,3,3,1,7,2,3,7,2
671,7,7,9,2,4,1,9,6,6,8,6,8,5,7,2,9,6,2,2,7,6,3,4,2,5,1,10,5,2,3,1,7,6,8,2,4,1,1,6,5,3,10,3,7,3,9,4,5,8,8
672,4,2,5,3,4,5,7,7,1,3,1,8,8,3,8,7,4,2,6,1,6,3,5,8,7,10,4,9,7,7,6,9,7,1,9,4,8,8,10,2,8,9,10,6,3,1,5,4,2,2
